Population,Day,objective,district task cost,district task cost collecting,district task cost sending,district 1 cost,d1 cost collecting,d1 cost sending,district 2 cost,d2 cost collecting,d2 cost sending,district 3 cost,d3 cost collecting,d3 cost sending,district 4 cost,d4 cost collecting,d4 cost sending,transfer taks cost,transshipment center 1 cost,transshipment center 2 cost,major customer task cost,
11,5,427900,234100,117000,117100,51000,27000,24000,43350,17400,25950,78150,39000,39150,61600,33600,28000,169000,64000,105000,24800,
11,6,425900,270100,119300,150800,48000,15000,33000,39000,21600,17400,106500,48900,57600,76600,33800,42800,131000,56000,75000,24800,
11,7,458355,271755,111200,160555,77005,24000,53005,49800,23850,25950,91950,40950,51000,53000,22400,30600,168000,48000,120000,18600,
11,8,475300,258500,105850,152650,42000,33000,9000,47700,21750,25950,88800,36900,51900,80000,14200,65800,192000,72000,120000,24800,
11,9,430635,258835,134000,124835,57235,21000,36235,39000,17400,21600,92400,53400,39000,70200,42200,28000,147000,72000,75000,24800,
11,10,423600,253800,123650,130150,61300,28300,33000,42900,22500,20400,70800,36450,34350,78800,36400,42400,145000,40000,105000,24800,
11,11,444100,266300,130800,135500,60000,21000,39000,55200,21750,33450,93900,53250,40650,57200,34800,22400,153000,48000,105000,24800,
11,12,425650,261050,122250,138800,60900,24000,36900,36900,15150,21750,90450,49500,40950,72800,33600,39200,146000,56000,90000,18600,
11,13,480650,248850,108700,140150,51000,18000,33000,52050,17250,34800,45600,30450,15150,100200,43000,57200,207000,72000,135000,24800,
11,14,551170,334370,135900,198470,79770,33000,46770,52500,19500,33000,114900,58200,56700,87200,25200,62000,192000,72000,120000,24800,
11,15,487450,322850,162250,160600,68600,33000,35600,58500,25950,32550,81750,35700,46050,114000,67600,46400,146000,56000,90000,18600,
11,16,487400,263600,127350,136250,60000,30000,30000,47550,17250,30300,65250,43500,21750,90800,36600,54200,199000,64000,135000,24800,
11,17,364985,224185,85400,138785,58535,24000,34535,28800,12750,16050,88050,34650,53400,48800,14000,34800,116000,56000,60000,24800,
11,18,423235,275435,126000,149435,77835,32600,45235,46200,17400,28800,69600,38400,31200,81800,37600,44200,123000,48000,75000,24800,
11,19,462200,298400,126300,172100,69900,24000,45900,38850,23850,15000,94050,53250,40800,95600,25200,70400,139000,64000,75000,24800,
11,20,397720,265120,118250,146870,78070,28300,49770,27600,10800,16800,78450,51150,27300,81000,28000,53000,114000,24000,90000,18600,
11,21,385850,250250,126500,123750,60000,27000,33000,52950,28200,24750,81300,48900,32400,56000,22400,33600,117000,72000,45000,18600,
11,22,433500,260900,116100,144800,55300,24000,31300,55200,21750,33450,94200,53550,40650,56200,16800,39400,154000,64000,90000,18600,
11,23,363800,221200,90550,130650,45000,21000,24000,31200,15150,16050,64800,17400,47400,80200,37000,43200,124000,64000,60000,18600,
11,24,422350,228750,102900,125850,36000,15000,21000,52050,23850,28200,73500,38850,34650,67200,25200,42000,175000,40000,135000,18600,
11,25,465420,286620,123950,162670,72470,18000,54470,61650,23850,37800,80700,42900,37800,71800,39200,32600,154000,64000,90000,24800,
11,26,482600,303800,117450,186350,54900,15000,39900,56100,23550,32550,81000,45300,35700,111800,33600,78200,154000,64000,90000,24800,
11,27,452750,297150,99550,197600,76800,24000,52800,40500,17400,23100,74250,38550,35700,105600,19600,86000,137000,32000,105000,18600,
11,28,513235,304635,135150,169485,72235,27000,45235,62400,23850,38550,85200,49500,35700,84800,34800,50000,190000,40000,150000,18600,
11,29,506200,289400,134450,154950,64300,30000,34300,60600,21450,39150,93300,52200,41100,71200,30800,40400,192000,72000,120000,24800,
11,30,504800,282800,124250,158550,78500,30000,48500,43350,21600,21750,99150,47250,51900,61800,25400,36400,191000,56000,135000,31000,
12,0,448450,261650,122700,138950,54000,18000,36000,52050,17400,34650,96600,53700,42900,59000,33600,25400,162000,72000,90000,24800,
12,1,444250,250450,108000,142450,46300,18000,28300,35550,23850,11700,80400,32550,47850,88200,33600,54600,169000,64000,105000,24800,
12,2,462350,274750,119800,154950,62600,24000,38600,67200,32550,34650,68550,32250,36300,76400,31000,45400,169000,64000,105000,18600,
12,3,496700,281900,112450,169450,60000,21000,39000,42900,15150,27750,79200,36900,42300,99800,39400,60400,190000,40000,150000,24800,
12,4,419370,248570,96300,152270,57470,15000,42470,45450,23850,21600,74850,32250,42600,70800,25200,45600,146000,56000,90000,24800,
12,5,454385,267785,114500,153285,58535,21000,37535,56100,27900,28200,98550,43200,55350,54600,22400,32200,168000,48000,120000,18600,
12,6,458700,276300,119550,156750,75000,27000,48000,58650,26100,32550,58650,41250,17400,84000,25200,58800,170000,80000,90000,12400,
12,7,336500,203700,94350,109350,48000,24000,24000,39000,19500,19500,74700,42450,32250,42000,8400,33600,108000,48000,60000,24800,
12,8,467135,294535,125100,169435,87235,33000,54235,54750,26100,28650,76950,40800,36150,75600,25200,50400,154000,64000,90000,18600,
12,9,491920,300120,143500,156620,73770,31300,42470,69300,30450,38850,74850,44550,30300,82200,37200,45000,167000,32000,135000,24800,
12,10,461700,290900,115900,175000,78900,36000,42900,45750,21750,24000,65850,30150,35700,100400,28000,72400,146000,56000,90000,24800,
12,11,406900,243100,93000,150100,60900,18000,42900,62850,32550,30300,42750,25650,17100,76600,16800,59800,139000,64000,75000,24800,
12,12,426900,269300,114550,154750,49300,24000,25300,65250,26100,39150,81150,36450,44700,73600,28000,45600,139000,64000,75000,18600,
12,13,437850,231050,97000,134050,27000,12000,15000,46350,25950,20400,81900,28050,53850,75800,31000,44800,182000,32000,150000,24800,
12,14,474150,249550,114850,134700,48000,27000,21000,47850,17400,30450,80100,30450,49650,73600,40000,33600,206000,56000,150000,18600,
12,15,453385,260585,134750,125835,51235,21000,30235,47700,25950,21750,85650,51000,34650,76000,36800,39200,168000,48000,120000,24800,
12,16,499950,319550,136900,182650,94800,33000,61800,40200,19050,21150,72750,45450,27300,111800,39400,72400,168000,48000,120000,12400,
12,17,475500,296900,112300,184600,71200,21000,50200,49200,30300,18900,75900,30000,45900,100600,31000,69600,160000,40000,120000,18600,
12,18,495185,292585,114100,178485,66235,21000,45235,53850,19500,34350,72900,45600,27300,99600,28000,71600,184000,64000,120000,18600,
12,19,455300,243700,106700,137000,39000,18000,21000,30300,10800,19500,97800,43500,54300,76600,34400,42200,193000,88000,105000,18600,
12,20,465350,303550,148650,154900,55300,28300,27000,50700,20400,30300,103950,58950,45000,93600,41000,52600,137000,32000,105000,24800,
12,21,484100,298300,128950,169350,83200,30000,53200,49950,21750,28200,87150,49200,37950,78000,28000,50000,161000,56000,105000,24800,
12,22,514850,289250,117900,171350,53600,21000,32600,33450,13050,20400,108600,58650,49950,93600,25200,68400,207000,72000,135000,18600,
12,23,421900,266300,104700,161600,55300,27000,28300,53550,23850,29700,63450,25650,37800,94000,28200,65800,137000,32000,105000,18600,
12,24,445600,273000,130300,142700,63000,27000,36000,50850,26100,24750,85950,49200,36750,73200,28000,45200,154000,64000,90000,18600,
12,25,540550,291750,150800,140950,78000,36000,42000,52050,21600,30450,119100,64800,54300,42600,28400,14200,224000,104000,120000,24800,
12,26,547500,337900,155500,182400,80600,33000,47600,58650,28200,30450,104250,48900,55350,94400,45400,49000,191000,56000,135000,18600,
12,27,453050,273450,107850,165600,52300,15000,37300,58650,28200,30450,70500,28050,42450,92000,36600,55400,161000,56000,105000,18600,
12,28,485350,260550,115450,145100,66000,18000,48000,39000,23850,15150,102150,45600,56550,53400,28000,25400,200000,80000,120000,24800,
12,29,465200,254600,131950,122650,63000,24000,39000,43350,23850,19500,106050,56100,49950,42200,28000,14200,192000,72000,120000,18600,
12,30,492085,268285,104400,163885,36235,12000,24235,48600,23850,24750,124650,43350,81300,58800,25200,33600,199000,64000,135000,24800,
13,0,524400,283000,136200,146800,57000,27000,30000,45600,21750,23850,104400,47850,56550,76000,39600,36400,229000,64000,165000,12400,
13,1,475700,264100,123350,140750,72000,36000,36000,41250,15150,26100,82650,34800,47850,68200,37400,30800,193000,88000,105000,18600,
13,2,522050,304250,152700,151550,78000,30000,48000,20250,16050,4200,104400,47850,56550,101600,58800,42800,193000,88000,105000,24800,
13,3,444750,282150,122700,159450,52300,24000,28300,49350,23700,25650,90900,38400,52500,89600,36600,53000,144000,24000,120000,18600,
13,4,506850,289050,119150,169900,75500,21000,54500,28200,13050,15150,114750,62700,52050,70600,22400,48200,193000,88000,105000,24800,
13,5,502085,279485,112650,166835,45235,12000,33235,63900,26100,37800,82950,49350,33600,87400,25200,62200,204000,24000,180000,18600,
13,6,372250,243650,110900,132750,61300,24000,37300,55200,17400,37800,64350,47100,17250,62800,22400,40400,110000,80000,30000,18600,
13,7,431770,228370,89470,138900,54470,12470,42000,47700,15150,32550,52200,30450,21750,74000,31400,42600,191000,56000,135000,12400,
13,8,443300,242500,101200,141300,55300,30000,25300,58350,32550,25800,62850,13050,49800,66000,25600,40400,176000,56000,120000,24800,
13,9,421450,226850,116550,110300,45000,18000,27000,52200,26100,26100,65250,30450,34800,64400,42000,22400,176000,56000,120000,18600,
13,10,516350,312750,135850,176900,76300,30000,46300,42000,19500,22500,97650,49950,47700,96800,36400,60400,185000,80000,105000,18600,
13,11,360935,219335,96050,123285,54235,24000,30235,45450,23850,21600,66450,25800,40650,53200,22400,30800,123000,48000,75000,18600,
13,12,525450,322850,111400,211450,84500,21000,63500,28650,12900,15750,94500,43500,51000,115200,34000,81200,184000,64000,120000,18600,
13,13,450835,258035,110250,147785,56435,12000,44435,47700,28200,19500,66900,28050,38850,87000,42000,45000,168000,48000,120000,24800,
13,14,549250,315650,138150,177500,52300,18000,34300,58500,30300,28200,103650,47850,55800,101200,42000,59200,215000,80000,135000,18600,
13,15,471350,269550,131600,137950,66000,30000,36000,33300,15900,17400,65250,43500,21750,105000,42200,62800,177000,72000,105000,24800,
13,16,540650,309850,124050,185800,85800,33000,52800,47700,21600,26100,79350,41250,38100,97000,28200,68800,206000,56000,150000,24800,
13,17,511985,273185,109150,164035,60235,18000,42235,41250,21750,19500,101700,49800,51900,70000,19600,50400,214000,64000,150000,24800,
13,18,473850,264250,120800,143450,66000,27000,39000,44250,23850,20400,91200,39150,52050,62800,30800,32000,191000,56000,135000,18600,
13,19,535085,281285,120300,160985,57235,15000,42235,65100,23850,41250,105750,47850,57900,53200,33600,19600,229000,64000,165000,24800,
13,20,501650,307050,134150,172900,42000,9000,33000,67350,28200,39150,120900,66150,54750,76800,30800,46000,176000,56000,120000,18600,
13,21,533805,309205,126350,182855,66705,24000,42705,52200,21750,30450,89700,49800,39900,100600,30800,69800,206000,56000,150000,18600,
13,22,597500,296700,155200,141500,60000,30000,30000,56400,23850,32550,99900,49950,49950,80400,51400,29000,276000,96000,180000,24800,
13,23,528800,318200,132200,186000,77200,27000,50200,52050,21600,30450,91950,49800,42150,97000,33800,63200,192000,72000,120000,18600,
13,24,457635,278835,113450,165385,63235,18000,45235,43350,10800,32550,87450,53850,33600,84800,30800,54000,154000,64000,90000,24800,
13,25,516350,336550,149350,187200,86200,35600,50600,41700,19500,22200,85650,44850,40800,123000,49400,73600,155000,80000,75000,24800,
13,26,459400,278800,112800,166000,50600,24000,26600,60900,26100,34800,72900,26100,46800,94400,36600,57800,162000,72000,90000,18600,
13,27,486600,279800,112950,166850,62600,24000,38600,39000,15150,23850,91800,39000,52800,86400,34800,51600,182000,32000,150000,24800,
13,28,478750,291950,96600,195350,92200,24000,68200,28200,6300,21900,78150,43500,34650,93400,22800,70600,162000,72000,90000,24800,
13,29,475450,266650,115750,150900,69000,27000,42000,62850,21600,41250,75600,39150,36450,59200,28000,31200,184000,64000,120000,24800,
13,30,482885,296285,129385,166900,68835,33235,35600,48450,4200,44250,105600,58350,47250,73400,33600,39800,168000,48000,120000,18600,
14,0,537135,321135,159735,161400,67135,27235,39900,49800,30300,19500,105000,51000,54000,99200,51200,48000,185000,80000,105000,31000,
14,1,562300,315500,137500,178000,81500,30000,51500,45450,17250,28200,99750,47850,51900,88800,42400,46400,222000,72000,150000,24800,
14,2,459900,266100,134500,131600,45000,24000,21000,35550,16050,19500,118350,58050,60300,67200,36400,30800,169000,64000,105000,24800,
14,3,507020,298220,121750,176470,60470,12000,48470,52200,26100,26100,91350,55650,35700,94200,28000,66200,184000,64000,120000,24800,
14,4,483885,259285,104750,154535,45235,15000,30235,47700,23850,23850,101550,51900,49650,64800,14000,50800,206000,56000,150000,18600,
14,5,529075,303475,132250,171225,76175,15000,61175,49800,21600,28200,101100,64650,36450,76400,31000,45400,207000,72000,135000,18600,
14,6,442650,256850,126650,130200,69000,36000,33000,47550,17250,30300,66900,36600,30300,73400,36800,36600,161000,56000,105000,24800,
14,7,410905,249105,118485,130620,69705,30235,39470,40650,14700,25950,60150,34350,25800,78600,39200,39400,137000,32000,105000,24800,
14,8,557200,355600,125150,230450,76400,21000,55400,47850,19500,28350,106350,53850,52500,125000,30800,94200,183000,48000,135000,18600,
14,9,515850,293050,112300,180750,39000,6000,33000,59400,25950,33450,93450,49350,44100,101200,31000,70200,198000,48000,150000,24800,
14,10,466950,273150,125300,147850,43300,15000,28300,54150,28200,25950,81900,34500,47400,93800,47600,46200,169000,64000,105000,24800,
14,11,356050,221450,108350,113100,66000,30000,36000,36750,23850,12900,62700,23700,39000,56000,30800,25200,116000,56000,60000,18600,
14,12,492850,293050,147750,145300,66000,24000,42000,52950,24750,28200,92100,61800,30300,82000,37200,44800,175000,40000,135000,24800,
14,13,545300,291500,114250,177250,63000,27000,36000,48600,19500,29100,93900,39150,54750,86000,28600,57400,229000,64000,165000,24800,
14,14,518750,279150,136550,142600,48000,27000,21000,49800,23850,25950,91350,43500,47850,90000,42200,47800,221000,56000,165000,18600,
14,15,451235,293635,125335,168300,62835,27235,35600,40950,15150,25800,85050,49350,35700,104800,33600,71200,139000,64000,75000,18600,
14,16,494850,291250,134300,156950,66000,27000,39000,58500,23850,34650,94950,49650,45300,71800,33800,38000,185000,80000,105000,18600,
14,17,464550,271750,126000,145750,52300,27000,25300,62250,25950,36300,92400,36450,55950,64800,36600,28200,168000,48000,120000,24800,
14,18,460400,287800,119000,168800,68600,15000,53600,45600,21750,23850,78600,43050,35550,95000,39200,55800,154000,64000,90000,18600,
14,19,497300,288500,121350,167150,73300,27000,46300,28800,6300,22500,105600,62850,42750,80800,25200,55600,184000,64000,120000,24800,
14,20,450035,262635,119100,143535,54235,24000,30235,32550,15150,17400,105450,51750,53700,70400,28200,42200,175000,40000,135000,12400,
14,21,437655,310055,123820,186235,85205,36470,48735,43200,18000,25200,82650,38550,44100,99000,30800,68200,109000,64000,45000,18600,
14,22,387400,254600,101150,153450,55300,21000,34300,42900,25800,17100,72000,31950,40050,84400,22400,62000,108000,48000,60000,24800,
14,23,441500,238900,117200,121700,51000,15000,36000,47700,15150,32550,78000,56250,21750,62200,30800,31400,184000,64000,120000,18600,
14,24,462850,291250,114350,176900,55300,21000,34300,46650,21750,24900,93300,49200,44100,96000,22400,73600,153000,48000,105000,18600,
14,25,444300,257700,111800,145900,31300,12000,19300,43950,21750,22200,97050,47250,49800,85400,30800,54600,168000,48000,120000,18600,
14,26,490600,273000,117850,155150,85300,33000,52300,25950,13050,12900,117150,60600,56550,44600,11200,33400,199000,64000,135000,18600,
14,27,485400,283800,137750,146050,54000,27000,27000,49950,15150,34800,98850,54000,44850,81000,41600,39400,183000,48000,135000,18600,
14,28,454985,291185,132800,158385,67535,30000,37535,55050,23850,31200,95400,55350,40050,73200,23600,49600,139000,64000,75000,24800,
14,29,424620,215820,95770,120050,51470,18470,33000,39150,17400,21750,63000,26100,36900,62200,33800,28400,184000,64000,120000,24800,
14,30,532420,314820,122900,191920,69470,24000,45470,58050,21600,36450,98100,51900,46200,89200,25400,63800,199000,64000,135000,18600,
15,0,478655,297255,143585,153670,75705,27235,48470,30000,19200,10800,109950,66750,43200,81600,30400,51200,169000,64000,105000,12400,
15,1,452150,257550,122750,134800,63000,27000,36000,47700,19500,28200,73650,45450,28200,73200,30800,42400,176000,56000,120000,18600,
15,2,470500,291700,110850,180850,62600,21000,41600,42900,21750,21150,84600,42900,41700,101600,25200,76400,154000,64000,90000,24800,
15,3,448400,247600,117500,130100,63000,24000,39000,32550,17400,15150,84450,45300,39150,67600,30800,36800,176000,56000,120000,24800,
15,4,443900,248300,108350,139950,36000,18000,18000,47700,15150,32550,105600,58200,47400,59000,17000,42000,177000,72000,105000,18600,
15,5,478535,292735,119050,173685,55535,27000,28535,47250,17400,29850,63750,23850,39900,126200,50800,75400,161000,56000,105000,24800,
15,6,414250,235650,117050,118600,39000,30000,9000,60750,23850,36900,85500,40800,44700,50400,22400,28000,160000,40000,120000,18600,
15,7,449250,276650,124600,152050,59600,15000,44600,57300,23850,33450,90150,49350,40800,69600,36400,33200,154000,64000,90000,18600,
15,8,452885,286285,118150,168135,60235,21000,39235,60750,26100,34650,107100,59850,47250,58200,11200,47000,148000,88000,60000,18600,
15,9,438000,257400,106800,150600,62600,18000,44600,58650,19500,39150,69150,41100,28050,67000,28200,38800,162000,72000,90000,18600,
15,10,579870,342070,142285,199785,92670,30235,62435,48300,16050,32250,101100,54000,47100,100000,42000,58000,213000,48000,165000,24800,
15,11,502570,279770,123250,156520,76770,24000,52770,46350,28200,18150,94650,51450,43200,62000,19600,42400,198000,48000,150000,24800,
15,12,481900,252100,123550,128550,51000,18000,33000,32550,21750,10800,86550,47400,39150,82000,36400,45600,205000,40000,165000,24800,
15,13,476700,251100,120100,131000,27000,12000,15000,36900,21750,15150,117000,58350,58650,70200,28000,42200,207000,72000,135000,18600,
15,14,516435,291835,124250,167585,72235,24000,48235,47550,21600,25950,90450,47850,42600,81600,30800,50800,206000,56000,150000,18600,
15,15,514550,295950,114450,181500,81900,30000,51900,52050,21750,30300,81600,36900,44700,80400,25800,54600,200000,80000,120000,18600,
15,16,552300,311700,137750,173950,78900,33000,45900,56550,21750,34800,92850,60600,32250,83400,22400,61000,222000,72000,150000,18600,
15,17,525285,314485,144150,170335,73535,31300,42235,55200,17400,37800,105750,56250,49500,80000,39200,40800,186000,96000,90000,24800,
15,18,522505,306705,117700,189005,83005,24000,59005,43050,15150,27900,83250,39150,44100,97400,39400,58000,191000,56000,135000,24800,
15,19,476105,258305,134500,123805,45705,27000,18705,34650,15150,19500,67350,32550,34800,110600,59800,50800,193000,88000,105000,24800,
15,20,464800,268200,114300,153900,51000,18000,33000,52050,19500,32550,81750,28200,53550,83400,48600,34800,178000,88000,90000,18600,
15,21,460155,287755,118250,169505,69705,24000,45705,25950,12900,13050,77100,39150,37950,115000,42200,72800,160000,40000,120000,12400,
15,22,452200,249600,113900,135700,54000,18000,36000,47700,32550,15150,80100,40950,39150,67800,22400,45400,184000,64000,120000,18600,
15,23,470500,281900,121850,160050,63900,21000,42900,49800,19500,30300,103200,55950,47250,65000,25400,39600,170000,80000,90000,18600,
15,24,533900,281100,124750,156350,54000,21000,33000,57300,19500,37800,99600,56250,43350,70200,28000,42200,228000,48000,180000,24800,
15,25,538290,309490,141335,168155,84940,42235,42705,46350,16050,30300,91800,53850,37950,86400,29200,57200,204000,24000,180000,24800,
15,26,473850,270250,102050,168200,55300,24000,31300,51900,17250,34650,97050,34800,62250,66000,26000,40000,185000,80000,105000,18600,
15,27,438550,236950,104750,132200,57000,18000,39000,43350,15150,28200,63000,34800,28200,73600,36800,36800,183000,48000,135000,18600,
15,28,485400,297800,106250,191550,62200,21000,41200,62400,30450,31950,87000,32400,54600,86200,22400,63800,169000,64000,105000,18600,
15,29,496300,284700,139800,144900,70300,33000,37300,60750,28200,32550,80250,39000,41250,73400,39600,33800,193000,88000,105000,18600,
15,30,523400,304000,142250,161750,64300,27000,37300,49950,19500,30450,102150,56550,45600,87600,39200,48400,207000,72000,135000,12400,
16,0,516100,323300,125600,197700,59200,21000,38200,59700,30300,29400,80400,40500,39900,124000,33800,90200,168000,48000,120000,24800,
16,1,421685,250085,108600,141485,66235,27000,39235,25800,8550,17250,76050,30450,45600,82000,42600,39400,153000,48000,105000,18600,
16,2,499200,311600,127350,184250,70300,33000,37300,59400,23850,35550,95700,45300,50400,86200,25200,61000,169000,64000,105000,18600,
16,3,453000,281400,122650,158750,55300,30000,25300,49800,23850,25950,95700,49200,46500,80600,19600,61000,153000,48000,105000,18600,
16,4,400650,238850,109750,129100,58300,21000,37300,52350,16950,35400,62400,40800,21600,65800,31000,34800,137000,32000,105000,24800,
16,5,448785,276185,120500,155685,45235,27000,18235,47700,23850,23850,90450,30450,60000,92800,39200,53600,154000,64000,90000,18600,
16,6,351800,212000,102750,109250,57000,24000,33000,43500,21750,21750,55500,23400,32100,56000,33600,22400,115000,40000,75000,24800,
16,7,490335,272735,115950,156785,60235,24000,36235,47550,21600,25950,105750,39150,66600,59200,31200,28000,199000,64000,135000,18600,
16,8,488800,295000,126600,168400,63900,24000,39900,52950,23850,29100,104550,53550,51000,73600,25200,48400,169000,64000,105000,24800,
16,9,440350,260750,102900,157850,63000,33000,30000,25800,4200,21600,85950,36900,49050,86000,28800,57200,161000,56000,105000,18600,
16,10,500550,276750,139250,137500,51000,30000,21000,41100,21600,19500,106050,53850,52200,78600,33800,44800,199000,64000,135000,24800,
16,11,519350,272550,142150,130400,57000,27000,30000,45600,21750,23850,67350,45600,21750,102600,47800,54800,222000,72000,150000,24800,
16,12,538250,314450,136200,178250,67300,21000,46300,54150,20700,33450,99000,60900,38100,94000,33600,60400,199000,64000,135000,24800,
16,13,379685,245885,116200,129685,66235,21000,45235,32550,13050,19500,89700,42750,46950,57400,39400,18000,109000,64000,45000,24800,
16,14,467220,294620,117100,177520,60070,18000,42070,59850,28200,31650,89100,51300,37800,85600,19600,66000,154000,64000,90000,18600,
16,15,458200,234400,110150,124250,63000,24000,39000,43350,21600,21750,65250,39150,26100,62800,25400,37400,199000,64000,135000,24800,
16,16,456840,309040,137120,171920,72940,33470,39470,34350,21600,12750,88350,44250,44100,113400,37800,75600,123000,48000,75000,24800,
16,17,514120,321320,118750,202570,74670,24000,50670,60000,28200,31800,86850,38550,48300,99800,28000,71800,168000,48000,120000,24800,
16,18,469020,297420,113150,184270,60470,24000,36470,40350,15150,25200,88200,43200,45000,108400,30800,77600,153000,48000,105000,18600,
16,19,508250,291450,113500,177950,78000,33000,45000,60900,26100,34800,83550,34800,48750,69000,19600,49400,192000,72000,120000,24800,
16,20,384600,267000,113300,153700,54900,6000,48900,52950,21750,31200,75750,54750,21000,83400,30800,52600,99000,24000,75000,18600,
16,21,447500,281900,114200,167700,74600,27000,47600,47700,19500,28200,75000,36900,38100,84600,30800,53800,147000,72000,75000,18600,
16,22,525700,271900,98800,173100,56200,18000,38200,56550,21750,34800,93150,47850,45300,66000,11200,54800,229000,64000,165000,24800,
16,23,531450,306850,137750,169100,63900,27000,36900,59550,26100,33450,107400,53850,53550,76000,30800,45200,206000,56000,150000,18600,
16,24,460505,226905,95955,130950,48705,30705,18000,45600,17400,28200,52200,13050,39150,80400,34800,45600,215000,80000,135000,18600,
16,25,479700,264900,123750,141150,60000,33000,27000,54150,19500,34650,85950,34650,51300,64800,36600,28200,190000,40000,150000,24800,
16,26,409300,244700,121050,123650,48000,27000,21000,34800,21750,13050,94500,47100,47400,67400,25200,42200,146000,56000,90000,18600,
16,27,520000,296200,139000,157200,55300,27000,28300,65250,21750,43500,107250,62250,45000,68400,28000,40400,199000,64000,135000,24800,
16,28,490100,273500,116500,157000,52300,15000,37300,45600,23850,21750,109800,49650,60150,65800,28000,37800,198000,48000,150000,18600,
16,29,456450,263650,123550,140100,63000,33000,30000,60600,28200,32400,73050,42750,30300,67000,19600,47400,168000,48000,120000,24800,
16,30,369050,220250,109150,111100,75000,21000,54000,52050,15150,36900,45000,45000,0,48200,28000,20200,124000,64000,60000,24800,
17,0,422285,287685,109850,177835,65835,21000,44835,33900,17100,16800,87150,40950,46200,100800,30800,70000,116000,56000,60000,18600,
17,1,473700,294900,126450,168450,76800,24000,52800,47550,10800,36750,85350,58050,27300,85200,33600,51600,154000,64000,90000,24800,
17,2,503500,316900,123100,193800,96100,24000,72100,49800,26100,23700,82800,45000,37800,88200,28000,60200,168000,48000,120000,18600,
17,3,480700,324100,146150,177950,65200,25300,39900,54300,26850,27450,86400,48600,37800,118200,45400,72800,138000,48000,90000,18600,
17,4,435950,224350,104500,119850,30000,9000,21000,39150,13050,26100,78000,62850,15150,77200,19600,57600,193000,88000,105000,18600,
17,5,419635,248835,113950,134885,69235,27000,42235,41250,19500,21750,87750,36450,51300,50600,31000,19600,146000,56000,90000,24800,
17,6,375350,219550,107350,112200,45000,15000,30000,49950,13050,36900,68400,51300,17100,56200,28000,28200,131000,56000,75000,24800,
17,7,490190,304590,143070,161520,65240,30470,34770,49800,23850,25950,80550,51150,29400,109000,37600,71400,167000,32000,135000,18600,
17,8,507935,308135,129350,178785,97535,39000,58535,51900,23850,28050,59700,42900,16800,99000,23600,75400,175000,40000,135000,24800,
17,9,464650,232850,95500,137350,48000,21000,27000,45600,15150,30450,91050,39150,51900,48200,20200,28000,207000,72000,135000,24800,
17,10,487535,271735,89635,182100,42235,12235,30000,49950,17400,32550,76950,34800,42150,102600,25200,77400,191000,56000,135000,24800,
17,11,447800,260200,133250,126950,72000,27000,45000,47850,26100,21750,92550,57750,34800,47800,22400,25400,169000,64000,105000,18600,
17,12,496185,278385,127950,150435,57235,27000,30235,44250,17400,26850,112500,58350,54150,64400,25200,39200,193000,88000,105000,24800,
17,13,391200,263600,115900,147700,67300,27000,40300,41100,12900,28200,74400,45000,29400,80800,31000,49800,109000,64000,45000,18600,
17,14,554250,351650,133300,218350,80200,33000,47200,40200,20400,19800,94050,43500,50550,137200,36400,100800,184000,64000,120000,18600,
17,15,498100,291300,141750,149550,69000,24000,45000,21600,12900,8700,120300,64050,56250,80400,40800,39600,182000,32000,150000,24800,
17,16,483590,310990,157555,153435,69940,39705,30235,43350,21750,21600,108900,55500,53400,88800,40600,48200,154000,64000,90000,18600,
17,17,478050,276450,126350,150100,45000,18000,27000,36900,26100,10800,109950,51450,58500,84600,30800,53800,183000,48000,135000,18600,
17,18,452950,273350,137600,135750,52300,21000,31300,46500,26100,20400,90150,59700,30450,84400,30800,53600,161000,56000,105000,18600,
17,19,459440,263840,98205,165635,66940,18705,48235,35550,17400,18150,66750,19500,47250,94600,42600,52000,177000,72000,105000,18600,
17,20,469800,245200,106600,138600,48000,21000,27000,63000,19500,43500,69600,43500,26100,64600,22600,42000,206000,56000,150000,18600,
17,21,508200,276200,109700,166500,66000,24000,42000,34650,15150,19500,91350,39150,52200,84200,31400,52800,201000,96000,105000,31000,
17,22,447650,251050,107250,143800,48000,27000,21000,36750,4200,32550,95100,41250,53850,71200,34800,36400,178000,88000,90000,18600,
17,23,478150,315350,126650,188700,78500,24000,54500,49800,26100,23700,84450,44550,39900,102600,32000,70600,138000,48000,90000,24800,
17,24,449420,292820,131735,161085,66070,27235,38835,42900,17250,25650,86850,44850,42000,97000,42400,54600,138000,48000,90000,18600,
17,25,442200,254600,115550,139050,51000,24000,27000,49800,15150,34650,86400,45600,40800,67400,30800,36600,169000,64000,105000,18600,
17,26,408300,274700,108150,166550,59600,18000,41600,42450,10500,31950,83850,43050,40800,88800,36600,52200,115000,40000,75000,18600,
17,27,433250,269650,114400,155250,63900,24000,39900,54150,28200,25950,63600,34200,29400,88000,28000,60000,145000,40000,105000,18600,
17,28,489600,267800,122800,145000,75000,30000,45000,55200,17400,37800,64800,47400,17400,72800,28000,44800,197000,32000,165000,24800,
17,29,471650,268050,138050,130000,63000,21000,42000,39000,23850,15150,103650,62400,41250,62400,30800,31600,185000,80000,105000,18600,
17,30,515700,282900,108550,174350,63900,24000,39900,49950,15150,34800,95250,34800,60450,73800,34600,39200,208000,88000,120000,24800,
