iteration, p, s, N1, X1, p(X>x1), N2, X1, p(X>x2), N3, X3, p(X>x3), pf = p(X>x1)*p(X>x2)*p(X>x3)
100, 19, 33, 503, 230, 0.969498, 149, 138, 0.000000, 11, 5, 0.500000, 0.000000
100, 19, 34, 460, 240, 0.163760, 156, 149, 0.000000, 10, 3, 0.828125, 0.000000
100, 19, 35, 121, 84, 0.000005, 33, 33, 0.000000, 3, 3, 0.000000, 0.000000
100, 19, 36, 462, 229, 0.555491, 126, 119, 0.000000, 7, 5, 0.062500, 0.000000
100, 19, 37, 514, 253, 0.621229, 132, 123, 0.000000, 13, 7, 0.290527, 0.000000
100, 19, 38, 482, 257, 0.066363, 136, 130, 0.000000, 13, 7, 0.290527, 0.000000
100, 19, 39, 498, 232, 0.930438, 148, 141, 0.000000, 10, 3, 0.828125, 0.000000
100, 19, 40, 429, 224, 0.167123, 139, 133, 0.000000, 19, 7, 0.820358, 0.000000
100, 19, 41, 544, 240, 0.996572, 144, 137, 0.000000, 11, 6, 0.274414, 0.000000
100, 19, 42, 472, 249, 0.106953, 140, 133, 0.000000, 14, 4, 0.910217, 0.000000
100, 19, 43, 456, 245, 0.050551, 144, 128, 0.000000, 12, 4, 0.806152, 0.000000
100, 19, 44, 553, 258, 0.937138, 136, 128, 0.000000, 7, 2, 0.773438, 0.000000
100, 19, 45, 442, 222, 0.443276, 129, 124, 0.000000, 9, 5, 0.253906, 0.000000
100, 19, 46, 481, 234, 0.707840, 123, 113, 0.000000, 10, 6, 0.171875, 0.000000
100, 19, 47, 529, 243, 0.966132, 133, 130, 0.000000, 10, 7, 0.054688, 0.000000
100, 19, 48, 527, 241, 0.972412, 143, 140, 0.000000, 10, 4, 0.623047, 0.000000
100, 19, 49, 443, 210, 0.852051, 168, 164, 0.000000, 15, 4, 0.940765, 0.000000
100, 20, 0, 135, 72, 0.194751, 30, 30, 0.000000, 1, 1, 0.000000, 0.000000
100, 20, 1, 546, 306, 0.002049, 131, 122, 0.000000, 14, 4, 0.910217, 0.000000
100, 20, 2, 533, 298, 0.002760, 144, 136, 0.000000, 12, 4, 0.806152, 0.000000
100, 20, 3, 548, 316, 0.000137, 161, 143, 0.000000, 9, 5, 0.253906, 0.000000
100, 20, 4, 495, 291, 0.000037, 113, 112, 0.000000, 13, 3, 0.953857, 0.000000
100, 20, 5, 515, 310, 0.000001, 110, 101, 0.000000, 16, 8, 0.401810, 0.000000
100, 20, 6, 533, 319, 0.000002, 101, 97, 0.000000, 12, 7, 0.193848, 0.000000
100, 20, 7, 590, 319, 0.021787, 110, 107, 0.000000, 13, 8, 0.133423, 0.000000
100, 20, 8, 580, 306, 0.085277, 129, 126, 0.000000, 14, 6, 0.604736, 0.000000
100, 20, 9, 571, 337, 0.000006, 114, 109, 0.000000, 8, 4, 0.363281, 0.000000
100, 20, 10, 572, 311, 0.016441, 123, 114, 0.000000, 16, 5, 0.894943, 0.000000
100, 20, 11, 491, 274, 0.004395, 75, 71, 0.000000, 11, 5, 0.500000, 0.000000
100, 20, 12, 504, 297, 0.000024, 99, 94, 0.000000, 13, 9, 0.046143, 0.000000
100, 20, 13, 531, 273, 0.243752, 139, 129, 0.000000, 8, 4, 0.363281, 0.000000
100, 20, 14, 563, 342, 0.000000, 106, 101, 0.000000, 12, 5, 0.612793, 0.000000
100, 20, 15, 522, 302, 0.000136, 145, 142, 0.000000, 5, 4, 0.031250, 0.000000
100, 20, 16, 502, 312, 0.000000, 100, 94, 0.000000, 12, 6, 0.387207, 0.000000
100, 20, 17, 524, 295, 0.001692, 105, 100, 0.000000, 9, 5, 0.253906, 0.000000
100, 20, 18, 603, 323, 0.036537, 125, 117, 0.000000, 11, 7, 0.113281, 0.000000
100, 20, 19, 584, 334, 0.000213, 119, 111, 0.000000, 12, 8, 0.072998, 0.000000
100, 20, 20, 497, 313, 0.000000, 128, 117, 0.000000, 11, 5, 0.500000, 0.000000
100, 20, 21, 548, 290, 0.079284, 119, 119, 0.000000, 11, 4, 0.725586, 0.000000
100, 20, 22, 536, 320, 0.000003, 125, 117, 0.000000, 7, 3, 0.500000, 0.000000
100, 20, 23, 471, 274, 0.000158, 121, 118, 0.000000, 10, 3, 0.828125, 0.000000
100, 20, 24, 517, 312, 0.000001, 148, 134, 0.000000, 14, 7, 0.395264, 0.000000
100, 20, 25, 569, 336, 0.000006, 118, 112, 0.000000, 17, 7, 0.685471, 0.000000
100, 20, 26, 571, 299, 0.120633, 144, 131, 0.000000, 12, 6, 0.387207, 0.000000
100, 20, 27, 495, 288, 0.000111, 142, 141, 0.000000, 9, 3, 0.746094, 0.000000
100, 20, 28, 463, 266, 0.000559, 119, 111, 0.000000, 12, 6, 0.387207, 0.000000
100, 20, 29, 524, 299, 0.000516, 144, 133, 0.000000, 13, 11, 0.001709, 0.000000
100, 20, 30, 543, 302, 0.003870, 123, 115, 0.000000, 10, 4, 0.623047, 0.000000
100, 20, 31, 522, 316, 0.000001, 101, 98, 0.000000, 6, 2, 0.656250, 0.000000
100, 20, 32, 545, 269, 0.601401, 157, 148, 0.000000, 12, 8, 0.072998, 0.000000
100, 20, 33, 522, 315, 0.000001, 136, 123, 0.000000, 9, 4, 0.500000, 0.000000
100, 20, 34, 517, 329, 0.000000, 112, 102, 0.000000, 9, 5, 0.253906, 0.000000
100, 20, 35, 469, 276, 0.000050, 72, 72, 0.000000, 13, 7, 0.290527, 0.000000
100, 20, 36, 510, 286, 0.002613, 98, 94, 0.000000, 10, 6, 0.171875, 0.000000
100, 20, 37, 546, 299, 0.011615, 110, 104, 0.000000, 12, 6, 0.387207, 0.000000
100, 20, 38, 557, 345, 0.000000, 113, 112, 0.000000, 11, 5, 0.500000, 0.000000
100, 20, 39, 560, 315, 0.001333, 130, 118, 0.000000, 12, 1, 0.996826, 0.000000
100, 20, 40, 447, 282, 0.000000, 115, 113, 0.000000, 19, 13, 0.031784, 0.000000
100, 20, 41, 597, 305, 0.283347, 121, 121, 0.000000, 13, 3, 0.953857, 0.000000
100, 20, 42, 556, 309, 0.003745, 129, 121, 0.000000, 13, 2, 0.988770, 0.000000
100, 20, 43, 502, 298, 0.000011, 121, 115, 0.000000, 12, 5, 0.612793, 0.000000
100, 20, 44, 557, 308, 0.005474, 118, 107, 0.000000, 9, 4, 0.500000, 0.000000
100, 20, 45, 471, 275, 0.000110, 112, 109, 0.000000, 14, 7, 0.395264, 0.000000
100, 20, 46, 522, 284, 0.019786, 99, 99, 0.000000, 10, 7, 0.054688, 0.000000
100, 20, 47, 553, 313, 0.000813, 108, 106, 0.000000, 14, 6, 0.604736, 0.000000
100, 20, 48, 593, 318, 0.035347, 101, 97, 0.000000, 16, 8, 0.401810, 0.000000
100, 20, 49, 482, 290, 0.000003, 155, 148, 0.000000, 16, 6, 0.772751, 0.000000
100, 21, 0, 359, 158, 0.986746, 96, 93, 0.000000, 11, 4, 0.725586, 0.000000
100, 21, 1, 590, 252, 0.999772, 142, 133, 0.000000, 14, 6, 0.604736, 0.000000
100, 21, 2, 546, 260, 0.857673, 138, 131, 0.000000, 17, 8, 0.500000, 0.000000
100, 21, 3, 574, 290, 0.385092, 179, 164, 0.000000, 13, 4, 0.866577, 0.000000
100, 21, 4, 477, 229, 0.795063, 138, 132, 0.000000, 14, 9, 0.089783, 0.000000
100, 21, 5, 547, 252, 0.963785, 121, 114, 0.000000, 18, 8, 0.592735, 0.000000
100, 21, 6, 527, 267, 0.363756, 128, 125, 0.000000, 13, 5, 0.709473, 0.000000
100, 21, 7, 596, 274, 0.972943, 126, 119, 0.000000, 15, 8, 0.303619, 0.000000
100, 21, 8, 566, 253, 0.993465, 140, 131, 0.000000, 16, 8, 0.401810, 0.000000
100, 21, 9, 536, 268, 0.482776, 148, 140, 0.000000, 12, 8, 0.072998, 0.000000
100, 21, 10, 560, 262, 0.930467, 139, 129, 0.000000, 16, 5, 0.894943, 0.000000
100, 21, 11, 500, 248, 0.553355, 98, 98, 0.000000, 13, 6, 0.500000, 0.000000
100, 21, 12, 520, 252, 0.744645, 119, 115, 0.000000, 13, 7, 0.290527, 0.000000
100, 21, 13, 559, 241, 0.999357, 166, 146, 0.000000, 13, 2, 0.988770, 0.000000
100, 21, 14, 548, 284, 0.184847, 120, 118, 0.000000, 13, 3, 0.953857, 0.000000
100, 21, 15, 545, 264, 0.753425, 175, 168, 0.000000, 8, 5, 0.144531, 0.000000
100, 21, 16, 520, 274, 0.101712, 123, 114, 0.000000, 15, 4, 0.940765, 0.000000
100, 21, 17, 485, 238, 0.641775, 129, 121, 0.000000, 7, 3, 0.500000, 0.000000
100, 21, 18, 580, 276, 0.868889, 152, 139, 0.000000, 16, 7, 0.598190, 0.000000
100, 21, 19, 580, 280, 0.784912, 133, 126, 0.000000, 13, 5, 0.709473, 0.000000
100, 21, 20, 525, 260, 0.569282, 130, 122, 0.000000, 11, 7, 0.113281, 0.000000
100, 21, 21, 608, 295, 0.754711, 131, 129, 0.000000, 12, 4, 0.806152, 0.000000
100, 21, 22, 563, 282, 0.466418, 145, 133, 0.000000, 11, 5, 0.500000, 0.000000
100, 21, 23, 476, 237, 0.518276, 153, 144, 0.000000, 14, 4, 0.910217, 0.000000
100, 21, 24, 486, 230, 0.871619, 159, 149, 0.000000, 14, 5, 0.788025, 0.000000
100, 21, 25, 583, 286, 0.660603, 137, 130, 0.000000, 13, 9, 0.046143, 0.000000
100, 21, 26, 568, 268, 0.903347, 177, 154, 0.000000, 11, 1, 0.994141, 0.000000
100, 21, 27, 486, 237, 0.691077, 165, 148, 0.000000, 15, 7, 0.500000, 0.000000
100, 21, 28, 494, 250, 0.376420, 138, 130, 0.000000, 14, 7, 0.395264, 0.000000
100, 21, 29, 524, 259, 0.586438, 158, 144, 0.000000, 14, 9, 0.089783, 0.000000
100, 21, 30, 589, 274, 0.950382, 147, 137, 0.000000, 14, 6, 0.604736, 0.000000
100, 21, 31, 542, 253, 0.933667, 120, 115, 0.000000, 8, 4, 0.363281, 0.000000
100, 21, 32, 539, 237, 0.997106, 168, 159, 0.000000, 13, 7, 0.290527, 0.000000
100, 21, 33, 540, 255, 0.893997, 141, 131, 0.000000, 12, 7, 0.193848, 0.000000
100, 21, 34, 514, 264, 0.254126, 151, 142, 0.000000, 13, 8, 0.133423, 0.000000
100, 21, 35, 141, 98, 0.000001, 32, 32, 0.000000, 5, 5, 0.000000, 0.000000
100, 21, 36, 515, 245, 0.854878, 116, 109, 0.000000, 12, 8, 0.072998, 0.000000
100, 21, 37, 583, 281, 0.796243, 129, 120, 0.000000, 12, 5, 0.612793, 0.000000
100, 21, 38, 532, 286, 0.037687, 140, 133, 0.000000, 19, 7, 0.820358, 0.000000
100, 21, 39, 568, 258, 0.983865, 154, 141, 0.000000, 13, 4, 0.866577, 0.000000
100, 21, 40, 475, 241, 0.356806, 137, 130, 0.000000, 24, 13, 0.270628, 0.000000
100, 21, 41, 591, 258, 0.998846, 140, 136, 0.000000, 12, 7, 0.193848, 0.000000
100, 21, 42, 508, 265, 0.153754, 141, 130, 0.000000, 16, 3, 0.989365, 0.000000
100, 21, 43, 504, 260, 0.224469, 151, 131, 0.000000, 12, 2, 0.980713, 0.000000
100, 21, 44, 595, 283, 0.874503, 131, 121, 0.000000, 10, 4, 0.623047, 0.000000
100, 21, 45, 497, 252, 0.359874, 129, 123, 0.000000, 11, 6, 0.274414, 0.000000
100, 21, 46, 545, 268, 0.634064, 121, 111, 0.000000, 15, 9, 0.150879, 0.000000
100, 21, 47, 594, 283, 0.866039, 129, 124, 0.000000, 14, 6, 0.604736, 0.000000
100, 21, 48, 585, 267, 0.980690, 136, 134, 0.000000, 14, 8, 0.211975, 0.000000
100, 21, 49, 512, 261, 0.313457, 170, 165, 0.000000, 17, 4, 0.975479, 0.000000
100, 22, 0, 367, 174, 0.826280, 103, 99, 0.000000, 11, 2, 0.967285, 0.000000
100, 22, 1, 512, 200, 1.000000, 137, 128, 0.000000, 14, 7, 0.395264, 0.000000
100, 22, 2, 478, 210, 0.995470, 129, 122, 0.000000, 15, 6, 0.696381, 0.000000
100, 22, 3, 505, 248, 0.639059, 175, 160, 0.000000, 10, 5, 0.376953, 0.000000
100, 22, 4, 419, 184, 0.992759, 130, 127, 0.000000, 12, 6, 0.387207, 0.000000
100, 22, 5, 467, 214, 0.960719, 114, 105, 0.000000, 15, 6, 0.696381, 0.000000
100, 22, 6, 440, 207, 0.883354, 118, 114, 0.000000, 13, 8, 0.133423, 0.000000
100, 22, 7, 529, 232, 0.997328, 124, 118, 0.000000, 12, 7, 0.193848, 0.000000
100, 22, 8, 493, 214, 0.998049, 132, 124, 0.000000, 17, 5, 0.928268, 0.000000
100, 22, 9, 471, 215, 0.967400, 140, 133, 0.000000, 9, 5, 0.253906, 0.000000
100, 22, 10, 477, 214, 0.986070, 135, 127, 0.000000, 15, 5, 0.849121, 0.000000
100, 22, 11, 437, 201, 0.948126, 94, 94, 0.000000, 16, 7, 0.598190, 0.000000
100, 22, 12, 462, 202, 0.996032, 115, 111, 0.000000, 10, 6, 0.171875, 0.000000
100, 22, 13, 497, 206, 0.999920, 154, 140, 0.000000, 12, 2, 0.980713, 0.000000
100, 22, 14, 473, 240, 0.356517, 115, 113, 0.000000, 10, 2, 0.945313, 0.000000
100, 22, 15, 465, 225, 0.741885, 163, 156, 0.000000, 6, 2, 0.656250, 0.000000
100, 22, 16, 452, 229, 0.371003, 115, 108, 0.000000, 18, 6, 0.881058, 0.000000
100, 22, 17, 434, 208, 0.792742, 129, 121, 0.000000, 9, 3, 0.746094, 0.000000
100, 22, 18, 489, 221, 0.981300, 139, 135, 0.000000, 14, 6, 0.604736, 0.000000
100, 22, 19, 510, 227, 0.992604, 117, 112, 0.000000, 11, 4, 0.725586, 0.000000
100, 22, 20, 470, 219, 0.923668, 129, 125, 0.000000, 10, 6, 0.171875, 0.000000
100, 22, 21, 515, 225, 0.997624, 121, 119, 0.000000, 7, 4, 0.226563, 0.000000
100, 22, 22, 515, 249, 0.759591, 141, 130, 0.000000, 10, 3, 0.828125, 0.000000
100, 22, 23, 394, 188, 0.804111, 143, 136, 0.000000, 10, 5, 0.376953, 0.000000
100, 22, 24, 458, 206, 0.982312, 155, 150, 0.000000, 12, 3, 0.927002, 0.000000
100, 22, 25, 485, 223, 0.957833, 128, 125, 0.000000, 11, 7, 0.113281, 0.000000
100, 22, 26, 477, 214, 0.986070, 175, 157, 0.000000, 10, 0, 0.999023, 0.000000
100, 22, 27, 454, 198, 0.996299, 155, 141, 0.000000, 14, 4, 0.910217, 0.000000
100, 22, 28, 436, 208, 0.818564, 139, 128, 0.000000, 12, 2, 0.980713, 0.000000
100, 22, 29, 455, 210, 0.944576, 149, 137, 0.000000, 13, 6, 0.500000, 0.000000
100, 22, 30, 522, 221, 0.999734, 130, 121, 0.000000, 11, 4, 0.725586, 0.000000
100, 22, 31, 479, 214, 0.988880, 109, 104, 0.000000, 6, 1, 0.890625, 0.000000
100, 22, 32, 469, 206, 0.995180, 167, 156, 0.000000, 10, 5, 0.376953, 0.000000
100, 22, 33, 485, 215, 0.992939, 143, 132, 0.000000, 12, 5, 0.612793, 0.000000
100, 22, 34, 431, 226, 0.144634, 142, 133, 0.000000, 10, 3, 0.828125, 0.000000
100, 22, 35, 103, 63, 0.008805, 21, 21, 0.000000, 5, 1, 0.812500, 0.000000
100, 22, 36, 459, 223, 0.712275, 120, 113, 0.000000, 11, 9, 0.005859, 0.000000
100, 22, 37, 496, 239, 0.777348, 119, 110, 0.000000, 14, 6, 0.604736, 0.000000
100, 22, 38, 480, 249, 0.192919, 134, 128, 0.000000, 15, 8, 0.303619, 0.000000
100, 22, 39, 480, 213, 0.992264, 148, 140, 0.000000, 11, 3, 0.886719, 0.000000
100, 22, 40, 401, 197, 0.617747, 134, 127, 0.000000, 19, 7, 0.820358, 0.000000
100, 22, 41, 510, 221, 0.998514, 143, 138, 0.000000, 11, 6, 0.274414, 0.000000
100, 22, 42, 444, 216, 0.699153, 136, 129, 0.000000, 12, 3, 0.927002, 0.000000
100, 22, 43, 429, 214, 0.500000, 147, 131, 0.000000, 13, 2, 0.988770, 0.000000
100, 22, 44, 529, 227, 0.999364, 129, 126, 0.000000, 8, 3, 0.636719, 0.000000
100, 22, 45, 445, 208, 0.907831, 128, 123, 0.000000, 12, 5, 0.612793, 0.000000
100, 22, 46, 468, 225, 0.783999, 118, 108, 0.000000, 12, 4, 0.806152, 0.000000
100, 22, 47, 515, 229, 0.993239, 119, 118, 0.000000, 10, 6, 0.171875, 0.000000
100, 22, 48, 537, 236, 0.997151, 137, 134, 0.000000, 11, 5, 0.500000, 0.000000
100, 22, 49, 451, 216, 0.801654, 160, 156, 0.000000, 14, 2, 0.993530, 0.000000
100, 23, 0, 377, 169, 0.974904, 109, 106, 0.000000, 10, 1, 0.989258, 0.000000
100, 23, 1, 612, 269, 0.998431, 161, 148, 0.000000, 15, 5, 0.849121, 0.000000
100, 23, 2, 588, 284, 0.783334, 157, 145, 0.000000, 14, 5, 0.788025, 0.000000
100, 23, 3, 585, 296, 0.370429, 191, 178, 0.000000, 11, 4, 0.725586, 0.000000
100, 23, 4, 503, 254, 0.394548, 144, 138, 0.000000, 13, 6, 0.500000, 0.000000
100, 23, 5, 565, 286, 0.368240, 131, 123, 0.000000, 16, 6, 0.772751, 0.000000
100, 23, 6, 549, 295, 0.036477, 133, 131, 0.000000, 12, 3, 0.927002, 0.000000
100, 23, 7, 657, 331, 0.407471, 142, 134, 0.000000, 14, 7, 0.395264, 0.000000
100, 23, 8, 589, 286, 0.745121, 153, 144, 0.000000, 15, 4, 0.940765, 0.000000
100, 23, 9, 560, 290, 0.187436, 159, 151, 0.000000, 9, 5, 0.253906, 0.000000
100, 23, 10, 592, 293, 0.581398, 148, 142, 0.000000, 15, 3, 0.982422, 0.000000
100, 23, 11, 507, 272, 0.045691, 108, 108, 0.000000, 14, 6, 0.604736, 0.000000
100, 23, 12, 553, 275, 0.533884, 130, 126, 0.000000, 9, 4, 0.500000, 0.000000
100, 23, 13, 572, 263, 0.970098, 177, 157, 0.000000, 12, 2, 0.980713, 0.000000
100, 23, 14, 591, 311, 0.094013, 127, 125, 0.000000, 13, 3, 0.953857, 0.000000
100, 23, 15, 577, 286, 0.566118, 177, 170, 0.000000, 6, 2, 0.656250, 0.000000
100, 23, 16, 555, 290, 0.134867, 138, 129, 0.000000, 17, 4, 0.975479, 0.000000
100, 23, 17, 520, 264, 0.346561, 135, 127, 0.000000, 9, 4, 0.500000, 0.000000
100, 23, 18, 601, 298, 0.564796, 164, 151, 0.000000, 15, 6, 0.696381, 0.000000
100, 23, 19, 598, 314, 0.102436, 145, 138, 0.000000, 12, 2, 0.980713, 0.000000
100, 23, 20, 550, 303, 0.007502, 141, 132, 0.000000, 12, 6, 0.387207, 0.000000
100, 23, 21, 614, 294, 0.843494, 142, 141, 0.000000, 10, 4, 0.623047, 0.000000
100, 23, 22, 594, 308, 0.172665, 154, 141, 0.000000, 10, 4, 0.623047, 0.000000
100, 23, 23, 500, 268, 0.048945, 156, 147, 0.000000, 13, 4, 0.866577, 0.000000
100, 23, 24, 527, 266, 0.396921, 172, 162, 0.000000, 12, 4, 0.806152, 0.000000
100, 23, 25, 608, 323, 0.056827, 147, 139, 0.000000, 13, 7, 0.290527, 0.000000
100, 23, 26, 585, 284, 0.745843, 186, 163, 0.000000, 10, 0, 0.999023, 0.000000
100, 23, 27, 533, 266, 0.500000, 168, 151, 0.000000, 16, 5, 0.894943, 0.000000
100, 23, 28, 514, 268, 0.155174, 150, 137, 0.000000, 11, 5, 0.500000, 0.000000
100, 23, 29, 555, 296, 0.053329, 165, 147, 0.000000, 14, 9, 0.089783, 0.000000
100, 23, 30, 609, 293, 0.813659, 154, 143, 0.000000, 14, 4, 0.910217, 0.000000
100, 23, 31, 570, 280, 0.646884, 130, 124, 0.000000, 8, 3, 0.636719, 0.000000
100, 23, 32, 558, 251, 0.990094, 179, 166, 0.000000, 12, 4, 0.806152, 0.000000
100, 23, 33, 551, 272, 0.600859, 154, 144, 0.000000, 13, 6, 0.500000, 0.000000
100, 23, 34, 552, 302, 0.011997, 163, 151, 0.000000, 10, 4, 0.623047, 0.000000
100, 23, 35, 214, 127, 0.002475, 49, 49, 0.000000, 4, 3, 0.062500, 0.000000
100, 23, 36, 550, 285, 0.185282, 130, 119, 0.000000, 10, 6, 0.171875, 0.000000
100, 23, 37, 604, 316, 0.118989, 146, 134, 0.000000, 14, 6, 0.604736, 0.000000
100, 23, 38, 572, 325, 0.000470, 150, 140, 0.000000, 16, 5, 0.894943, 0.000000
100, 23, 39, 578, 275, 0.869301, 165, 157, 0.000000, 13, 3, 0.953857, 0.000000
100, 23, 40, 508, 266, 0.133664, 146, 136, 0.000000, 22, 9, 0.738266, 0.000000
100, 23, 41, 618, 282, 0.983537, 153, 142, 0.000000, 11, 6, 0.274414, 0.000000
100, 23, 42, 572, 315, 0.006779, 136, 125, 0.000000, 15, 3, 0.982422, 0.000000
100, 23, 43, 527, 282, 0.048885, 156, 136, 0.000000, 15, 2, 0.996307, 0.000000
100, 23, 44, 621, 291, 0.936390, 147, 137, 0.000000, 7, 2, 0.773438, 0.000000
100, 23, 45, 533, 274, 0.244161, 142, 138, 0.000000, 12, 4, 0.806152, 0.000000
100, 23, 46, 556, 290, 0.144514, 129, 119, 0.000000, 15, 7, 0.500000, 0.000000
100, 23, 47, 612, 311, 0.328304, 142, 136, 0.000000, 12, 6, 0.387207, 0.000000
100, 23, 48, 615, 292, 0.886821, 144, 142, 0.000000, 13, 7, 0.290527, 0.000000
100, 23, 49, 520, 263, 0.379450, 177, 173, 0.000000, 16, 4, 0.961594, 0.000000
100, 24, 0, 77, 25, 0.998600, 21, 21, 0.000000, 2, 0, 0.750000, 0.000000
100, 24, 1, 505, 262, 0.186744, 119, 110, 0.000000, 14, 3, 0.971313, 0.000000
100, 24, 2, 514, 268, 0.155174, 136, 128, 0.000000, 14, 3, 0.971313, 0.000000
100, 24, 3, 526, 285, 0.024824, 148, 130, 0.000000, 10, 4, 0.623047, 0.000000
100, 24, 4, 462, 262, 0.001667, 97, 96, 0.000000, 13, 2, 0.988770, 0.000000
100, 24, 5, 491, 282, 0.000411, 100, 91, 0.000000, 17, 6, 0.833847, 0.000000
100, 24, 6, 505, 271, 0.045371, 96, 92, 0.000000, 13, 6, 0.500000, 0.000000
100, 24, 7, 560, 263, 0.918447, 101, 98, 0.000000, 13, 7, 0.290527, 0.000000
100, 24, 8, 550, 270, 0.649404, 117, 114, 0.000000, 14, 5, 0.788025, 0.000000
100, 24, 9, 520, 288, 0.006179, 106, 98, 0.000000, 9, 4, 0.500000, 0.000000
100, 24, 10, 540, 269, 0.517160, 116, 109, 0.000000, 17, 4, 0.975479, 0.000000
100, 24, 11, 479, 258, 0.041205, 69, 65, 0.000000, 13, 5, 0.709473, 0.000000
100, 24, 12, 467, 261, 0.004743, 91, 86, 0.000000, 14, 8, 0.211975, 0.000000
100, 24, 13, 502, 242, 0.775982, 133, 125, 0.000000, 8, 4, 0.363281, 0.000000
100, 24, 14, 518, 285, 0.009894, 94, 89, 0.000000, 13, 3, 0.953857, 0.000000
100, 24, 15, 473, 252, 0.070556, 140, 137, 0.000000, 5, 3, 0.187500, 0.000000
100, 24, 16, 463, 273, 0.000045, 83, 77, 0.000000, 12, 4, 0.806152, 0.000000
100, 24, 17, 467, 258, 0.010292, 95, 90, 0.000000, 10, 6, 0.171875, 0.000000
100, 24, 18, 563, 288, 0.277605, 112, 108, 0.000000, 12, 5, 0.612793, 0.000000
100, 24, 19, 541, 290, 0.042693, 107, 99, 0.000000, 12, 6, 0.387207, 0.000000
100, 24, 20, 477, 289, 0.000001, 124, 113, 0.000000, 11, 5, 0.500000, 0.000000
100, 24, 21, 510, 251, 0.621689, 108, 108, 0.000000, 12, 4, 0.806152, 0.000000
100, 24, 22, 503, 287, 0.000652, 116, 105, 0.000000, 7, 2, 0.773438, 0.000000
100, 24, 23, 434, 235, 0.037801, 115, 112, 0.000000, 12, 3, 0.927002, 0.000000
100, 24, 24, 476, 266, 0.004458, 137, 124, 0.000000, 15, 4, 0.940765, 0.000000
100, 24, 25, 529, 294, 0.004513, 109, 103, 0.000000, 17, 6, 0.833847, 0.000000
100, 24, 26, 527, 253, 0.808172, 135, 123, 0.000000, 13, 6, 0.500000, 0.000000
100, 24, 27, 449, 235, 0.149575, 125, 125, 0.000000, 10, 2, 0.945313, 0.000000
100, 24, 28, 423, 244, 0.000652, 111, 103, 0.000000, 13, 4, 0.866577, 0.000000
100, 24, 29, 496, 249, 0.446432, 132, 121, 0.000000, 13, 10, 0.011230, 0.000000
100, 24, 30, 502, 264, 0.114071, 111, 104, 0.000000, 11, 4, 0.725586, 0.000000
100, 24, 31, 479, 267, 0.005216, 91, 88, 0.000000, 6, 2, 0.656250, 0.000000
100, 24, 32, 493, 222, 0.984735, 147, 138, 0.000000, 13, 8, 0.133423, 0.000000
100, 24, 33, 490, 269, 0.013378, 123, 110, 0.000000, 10, 4, 0.623047, 0.000000
100, 24, 34, 488, 283, 0.000170, 115, 105, 0.000000, 10, 4, 0.623047, 0.000000
100, 24, 35, 432, 244, 0.003017, 64, 64, 0.000000, 15, 8, 0.303619, 0.000000
100, 24, 36, 485, 258, 0.073067, 88, 84, 0.000000, 10, 6, 0.171875, 0.000000
100, 24, 37, 499, 260, 0.162349, 99, 96, 0.000000, 12, 4, 0.806152, 0.000000
100, 24, 38, 511, 290, 0.000964, 108, 107, 0.000000, 12, 3, 0.927002, 0.000000
100, 24, 39, 523, 268, 0.270231, 131, 119, 0.000000, 13, 2, 0.988770, 0.000000
100, 24, 40, 416, 241, 0.000498, 106, 104, 0.000000, 19, 10, 0.323803, 0.000000
100, 24, 41, 557, 264, 0.882282, 111, 111, 0.000000, 15, 2, 0.996307, 0.000000
100, 24, 42, 510, 263, 0.225809, 123, 115, 0.000000, 13, 1, 0.998291, 0.000000
100, 24, 43, 472, 244, 0.216980, 111, 105, 0.000000, 12, 3, 0.927002, 0.000000
100, 24, 44, 509, 273, 0.046011, 107, 101, 0.000000, 9, 4, 0.500000, 0.000000
100, 24, 45, 429, 229, 0.073708, 113, 109, 0.000000, 15, 5, 0.849121, 0.000000
100, 24, 46, 496, 252, 0.343086, 85, 85, 0.000000, 11, 4, 0.725586, 0.000000
100, 24, 47, 521, 268, 0.241678, 96, 96, 0.000000, 15, 5, 0.849121, 0.000000
100, 24, 48, 574, 286, 0.516644, 96, 92, 0.000000, 18, 6, 0.881058, 0.000000
100, 24, 49, 454, 248, 0.021732, 153, 145, 0.000000, 16, 5, 0.894943, 0.000000
100, 25, 0, 378, 214, 0.004312, 99, 96, 0.000000, 13, 3, 0.953857, 0.000000
100, 25, 1, 593, 306, 0.205748, 148, 139, 0.000000, 16, 10, 0.105057, 0.000000
100, 25, 2, 558, 339, 0.000000, 146, 136, 0.000000, 17, 8, 0.500000, 0.000000
100, 25, 3, 567, 352, 0.000000, 180, 165, 0.000000, 13, 4, 0.866577, 0.000000
100, 25, 4, 514, 285, 0.005929, 139, 133, 0.000000, 15, 11, 0.017578, 0.000000
100, 25, 5, 544, 299, 0.009143, 124, 115, 0.000000, 21, 10, 0.500000, 0.000000
100, 25, 6, 541, 331, 0.000000, 137, 135, 0.000000, 16, 8, 0.401810, 0.000000
100, 25, 7, 651, 375, 0.000043, 131, 124, 0.000000, 16, 7, 0.598190, 0.000000
100, 25, 8, 580, 322, 0.003452, 149, 140, 0.000000, 16, 7, 0.598190, 0.000000
100, 25, 9, 574, 341, 0.000003, 154, 146, 0.000000, 11, 5, 0.500000, 0.000000
100, 25, 10, 573, 326, 0.000408, 130, 123, 0.000000, 17, 6, 0.833847, 0.000000
