Population,Day,objective,district task cost,district task cost collecting,district task cost sending,district 1 cost,d1 cost collecting,d1 cost sending,district 2 cost,d2 cost collecting,d2 cost sending,district 3 cost,d3 cost collecting,d3 cost sending,district 4 cost,d4 cost collecting,d4 cost sending,transfer taks cost,transshipment center 1 cost,transshipment center 2 cost,major customer task cost,
18,9,511935,294335,141090,153245,68585,24940,43645,37800,16800,21000,78150,52950,25200,109800,46400,63400,199000,64000,135000,18600,
18,10,543530,304730,148145,156585,112230,43645,68585,37800,14700,23100,56700,37800,18900,98000,52000,46000,214000,64000,150000,24800,
18,11,415655,275855,106040,169815,89655,24940,64715,33600,16800,16800,84000,27300,56700,68600,37000,31600,115000,40000,75000,24800,
18,12,544605,305805,163110,142695,81055,37410,43645,35700,14700,21000,107850,58800,49050,81200,52200,29000,214000,64000,150000,24800,
18,13,457955,279355,118475,160880,81055,31175,49880,39900,12600,27300,58800,31500,27300,99600,43200,56400,160000,40000,120000,18600,
18,14,427495,270895,119845,151050,105995,43645,62350,29400,10500,18900,56700,39900,16800,78800,25800,53000,138000,48000,90000,18600,
18,15,496690,315290,134210,181080,87290,37410,49880,35700,10500,25200,98700,39900,58800,93600,46400,47200,169000,64000,105000,12400,
18,16,468275,265675,115960,149715,93525,37410,56115,31500,14700,16800,48450,23250,25200,92200,40600,51600,184000,64000,120000,18600,
18,17,468020,259220,93575,165645,74820,31175,43645,50550,23250,27300,52650,4350,48300,81200,34800,46400,184000,64000,120000,24800,
18,18,578835,307235,146190,161045,68585,24940,43645,29400,14700,14700,87450,42750,44700,121800,63800,58000,253000,88000,165000,18600,
18,19,439490,281890,117075,164815,87290,31175,56115,29400,12600,16800,71400,35700,35700,93800,37600,56200,139000,64000,75000,18600,
18,20,438720,275920,127610,148310,74820,37410,37410,42000,23100,18900,56700,27300,29400,102400,39800,62600,138000,48000,90000,24800,
18,21,450940,278340,117825,160515,87290,31175,56115,18900,10500,8400,94950,52950,42000,77200,23200,54000,154000,64000,90000,18600,
18,22,440235,253435,119375,134060,68585,31175,37410,35700,18900,16800,73950,23100,50850,75200,46200,29000,162000,72000,90000,24800,
18,23,523520,327920,148210,179710,74820,37410,37410,39900,18900,21000,79800,39900,39900,133400,52000,81400,177000,72000,105000,18600,
18,24,396750,308350,112375,195975,101050,31175,69875,39900,12600,27300,71400,29400,42000,96000,39200,56800,76000,16000,60000,12400,
18,25,500485,274885,114005,160880,68585,18705,49880,23100,18900,4200,85200,47400,37800,98000,29000,69000,207000,72000,135000,18600,
18,26,433385,269585,110575,159010,68585,31175,37410,44100,21000,23100,65100,21000,44100,91800,37400,54400,139000,64000,75000,24800,
18,27,492095,306295,124415,181880,105995,56115,49880,33600,14700,18900,86100,33600,52500,80600,20000,60600,161000,56000,105000,24800,
18,28,505975,274375,125960,148415,93525,37410,56115,42000,18900,23100,63450,23250,40200,75400,46400,29000,213000,48000,165000,18600,
18,29,411890,255290,113280,142010,87290,49880,37410,35700,12600,23100,60900,33600,27300,71400,17200,54200,138000,48000,90000,18600,
18,30,341685,246085,103475,142610,71585,34175,37410,37800,14700,23100,56700,29400,27300,80000,25200,54800,77000,32000,45000,18600,
19,0,542045,339445,147460,191985,105995,37410,68585,35700,16800,18900,96750,52650,44100,101000,40600,60400,184000,64000,120000,18600,
19,1,541570,309770,144425,165345,74820,31175,43645,35700,14700,21000,69450,46350,23100,129800,52200,77600,207000,72000,135000,24800,
19,2,532025,306425,156745,149680,93525,43645,49880,39900,16800,23100,54600,35700,18900,118400,60600,57800,207000,72000,135000,18600,
19,3,436305,250505,101455,149050,81055,18705,62350,33600,14700,18900,52650,27450,25200,83200,40600,42600,161000,56000,105000,24800,
19,4,476560,305760,127375,178385,99760,31175,68585,33600,14700,18900,92400,52500,39900,80000,29000,51000,146000,56000,90000,24800,
19,5,421540,234940,130215,104725,87290,56115,31175,25200,8400,16800,67650,39900,27750,54800,25800,29000,168000,48000,120000,18600,
19,6,454820,247020,119375,127645,74820,31175,43645,25200,6300,18900,54600,35700,18900,92400,46200,46200,183000,48000,135000,24800,
19,7,495035,285435,132390,153045,68585,24940,43645,27300,14700,12600,105750,63750,42000,83800,29000,54800,191000,56000,135000,18600,
19,8,445395,273795,145245,128550,105995,43645,62350,29400,18900,10500,58800,39900,18900,79600,42800,36800,153000,48000,105000,18600,
19,9,459190,265390,119810,145580,87290,37410,49880,23100,12600,10500,54600,29400,25200,100400,40400,60000,169000,64000,105000,24800,
19,10,518525,299925,119010,180915,93525,37410,56115,37800,16800,21000,76200,30000,46200,92400,34800,57600,200000,80000,120000,18600,
19,11,495930,288130,130745,157385,112230,43645,68585,27300,16800,10500,71400,35700,35700,77200,34600,42600,183000,48000,135000,24800,
19,12,379955,248155,88775,159380,85355,31175,54180,25200,14700,10500,54600,23100,31500,83000,19800,63200,107000,32000,75000,24800,
19,13,508730,314930,122345,192585,112230,43645,68585,27300,14700,12600,63000,29400,33600,112400,34600,77800,169000,64000,105000,24800,
19,14,560990,344190,134640,209550,87290,24940,62350,35700,21000,14700,94800,42300,52500,126400,46400,80000,192000,72000,120000,24800,
19,15,441105,270505,91090,179415,81055,24940,56115,29400,12600,16800,88650,36150,52500,71400,17400,54000,152000,32000,120000,18600,
19,16,397225,263625,112710,150915,119725,37410,82315,42000,16800,25200,48300,27300,21000,53600,31200,22400,115000,40000,75000,18600,
19,17,486030,276230,144180,132050,112230,49880,62350,31500,12600,18900,71700,44100,27600,60800,37600,23200,185000,80000,105000,24800,
19,18,420225,271625,104075,167550,93525,31175,62350,31500,10500,21000,54600,25200,29400,92000,37200,54800,130000,40000,90000,18600,
19,19,435225,288425,117410,171015,97825,37410,60415,39900,12600,27300,69300,33600,35700,81400,33800,47600,122000,32000,90000,24800,
19,20,477915,268115,132375,135740,56115,31175,24940,42000,16800,25200,57000,29400,27600,113000,55000,58000,185000,80000,105000,24800,
19,21,541960,325160,145580,179580,99760,49880,49880,42000,16800,25200,79800,44100,35700,103600,34800,68800,192000,72000,120000,24800,
19,22,525460,322860,152845,170015,99760,43645,56115,37800,16800,21000,81900,46200,35700,103400,46200,57200,184000,64000,120000,18600,
19,23,449985,301185,119210,181975,68585,37410,31175,44100,14700,29400,56700,18900,37800,131800,48200,83600,124000,64000,60000,24800,
19,24,521120,333520,137945,195575,74820,43645,31175,33600,12600,21000,86100,35700,50400,139000,46000,93000,169000,64000,105000,18600,
19,25,517160,286160,134475,151685,99760,31175,68585,27300,14700,12600,52500,33600,18900,106600,55000,51600,200000,80000,120000,31000,
19,26,422885,260085,115710,144375,68585,37410,31175,25200,12600,12600,69300,31500,37800,97000,34200,62800,138000,48000,90000,24800,
19,27,506885,299085,145105,153980,68585,18705,49880,25200,14700,10500,90300,48300,42000,115000,63400,51600,183000,48000,135000,24800,
19,28,488390,303590,142510,161080,87290,37410,49880,37800,18900,18900,86100,46200,39900,92400,40000,52400,160000,40000,120000,24800,
19,29,472185,284585,147310,137275,68585,37410,31175,31500,23100,8400,60900,37800,23100,123600,49000,74600,169000,64000,105000,18600,
19,30,508385,282785,130740,152045,68585,24940,43645,37800,18900,18900,72000,40500,31500,104400,46400,58000,207000,72000,135000,18600,
20,0,624310,338510,136125,202385,99760,31175,68585,39900,16800,23100,65850,30150,35700,133000,58000,75000,261000,96000,165000,24800,
20,1,500610,307810,103190,204620,99760,24940,74820,46200,14700,31500,76050,40350,35700,85800,23200,62600,168000,48000,120000,24800,
20,2,545815,299015,133860,165155,56115,37410,18705,42000,18900,23100,67500,25350,42150,133400,52200,81200,222000,72000,150000,24800,
20,3,459075,257475,103060,154415,93525,37410,56115,42000,14700,27300,69750,27750,42000,52200,23200,29000,183000,48000,135000,18600,
20,4,459525,287925,118210,169715,93525,37410,56115,25200,8400,16800,75600,29400,46200,93600,43000,50600,153000,48000,105000,18600,
20,5,472355,292755,107740,185015,81055,24940,56115,37800,10500,27300,48300,23100,25200,125600,49200,76400,161000,56000,105000,18600,
20,6,539755,277155,104820,172335,81055,12470,68585,33600,6300,27300,81300,45450,35850,81200,40600,40600,244000,64000,180000,18600,
20,7,569925,345125,129510,215615,93525,37410,56115,35700,12600,23100,77700,18900,58800,138200,60600,77600,200000,80000,120000,24800,
20,8,359685,248885,84405,164480,85785,18705,67080,35700,10500,25200,58800,21000,37800,68600,34200,34400,86000,56000,30000,24800,
20,9,360085,262685,98775,163910,68585,31175,37410,42000,14700,27300,48300,10500,37800,103800,42400,61400,85000,40000,45000,12400,
20,10,449675,262875,113625,149250,93525,31175,62350,31500,12600,18900,71850,46650,25200,66000,23200,42800,162000,72000,90000,24800,
20,11,483255,296455,134340,162115,81055,24940,56115,33600,14700,18900,75600,39900,35700,106200,54800,51400,162000,72000,90000,24800,
20,12,568590,325990,155460,170530,87290,37410,49880,39900,12600,27300,65400,35850,29550,133400,69600,63800,224000,104000,120000,18600,
20,13,554060,328460,144575,183885,99760,31175,68585,39900,21000,18900,90600,40200,50400,98200,52200,46000,207000,72000,135000,18600,
20,14,471495,294695,131980,162715,105995,49880,56115,33600,14700,18900,111300,58800,52500,43800,8600,35200,152000,32000,120000,24800,
20,15,362400,211800,92690,119110,62350,24940,37410,33600,10500,23100,46650,34050,12600,69200,23200,46000,132000,72000,60000,18600,
20,16,540025,315225,136675,178550,93525,31175,62350,44100,16800,27300,82200,42300,39900,95400,46400,49000,200000,80000,120000,24800,
20,17,520430,310630,145145,165485,112230,43645,68585,42000,14700,27300,50400,37800,12600,106000,49000,57000,185000,80000,105000,24800,
20,18,476885,305285,125570,179715,68585,12470,56115,37800,16800,21000,60900,44100,16800,138000,52200,85800,153000,48000,105000,18600,
20,19,392690,245890,106910,138980,87290,37410,49880,42000,14700,27300,63000,21000,42000,53600,33800,19800,122000,32000,90000,24800,
20,20,509175,291375,118860,172515,93525,37410,56115,33600,16800,16800,71850,29850,42000,92400,34800,57600,193000,88000,105000,24800,
20,21,510505,300705,135295,165410,81055,43645,37410,35700,16800,18900,79950,40050,39900,104000,34800,69200,185000,80000,105000,24800,
20,22,452490,294890,144810,150080,87290,37410,49880,42000,16800,25200,71400,42000,29400,94200,48600,45600,139000,64000,75000,18600,
20,23,337150,242350,99240,143110,98850,36940,61910,25200,10500,14700,65100,29400,35700,53200,22400,30800,70000,40000,30000,24800,
20,24,504535,286935,100385,186550,68585,6235,62350,37800,16800,21000,78750,36750,42000,101800,40600,61200,199000,64000,135000,18600,
20,25,564360,300760,137710,163050,99760,37410,62350,23100,16800,6300,76500,42900,33600,101400,40600,60800,245000,80000,165000,18600,
20,26,603410,316810,143445,173365,99760,43645,56115,29400,12600,16800,83250,40800,42450,104400,46400,58000,268000,88000,180000,18600,
20,27,423620,251020,141510,109510,74820,37410,37410,46200,14700,31500,37800,37800,0,92200,51600,40600,154000,64000,90000,18600,
20,28,520125,310525,136575,173950,93525,31175,62350,35700,14700,21000,77700,35700,42000,103600,55000,48600,191000,56000,135000,18600,
20,29,455930,292130,121945,170185,112230,43645,68585,33600,16800,16800,65100,35700,29400,81200,25800,55400,139000,64000,75000,24800,
20,30,465095,295295,166415,128880,118895,69015,49880,44100,21000,23100,69300,42000,27300,63000,34400,28600,145000,40000,105000,24800,
21,0,515345,306545,122325,184220,105995,31175,74820,37800,16800,21000,71550,33750,37800,91200,40600,50600,184000,64000,120000,24800,
21,1,487420,253820,128145,125675,74820,43645,31175,37800,10500,27300,77400,27600,49800,63800,46400,17400,215000,80000,135000,18600,
21,2,532025,306425,156745,149680,93525,43645,49880,39900,16800,23100,54600,35700,18900,118400,60600,57800,207000,72000,135000,18600,
21,3,559555,313755,161445,152310,81055,43645,37410,35700,23100,12600,84000,48300,35700,113000,46400,66600,221000,56000,165000,24800,
21,4,492770,283170,125225,157945,74820,31175,43645,42000,18900,23100,73950,40350,33600,92400,34800,57600,191000,56000,135000,18600,
21,5,490120,297320,126875,170445,74820,31175,43645,37800,14700,23100,65100,29400,35700,119600,51600,68000,168000,48000,120000,24800,
21,6,415525,252725,133910,118815,93525,37410,56115,39900,18900,21000,56700,37800,18900,62600,39800,22800,138000,48000,90000,24800,
21,7,509195,301195,142210,158985,105995,37410,68585,42000,16800,25200,75600,42000,33600,77600,46000,31600,177000,72000,105000,31000,
21,8,470330,290730,131615,159115,112230,56115,56115,46200,18900,27300,60900,25200,35700,71400,31400,40000,161000,56000,105000,18600,
21,9,381285,277685,126910,150775,72885,41710,31175,37800,14700,23100,63000,27300,35700,104000,43200,60800,85000,40000,45000,18600,
21,10,358420,240620,113540,127080,77820,24940,52880,37800,18900,18900,46200,27300,18900,78800,42400,36400,93000,48000,45000,24800,
21,11,515265,306465,145380,161085,118465,49880,68585,31500,12600,18900,81900,48300,33600,74600,34600,40000,184000,64000,120000,24800,
21,12,566025,295425,126340,169085,93525,24940,68585,31500,10500,21000,57600,38700,18900,112800,52200,60600,252000,72000,180000,18600,
21,13,571095,316295,136910,179385,105995,37410,68585,42000,16800,25200,52500,18900,33600,115800,63800,52000,230000,80000,150000,24800,
21,14,533330,325330,129610,195720,112230,37410,74820,33600,10500,23100,77700,35700,42000,101800,46000,55800,177000,72000,105000,31000,
21,15,496740,256140,128210,127930,87290,37410,49880,31500,14700,16800,79350,47100,32250,58000,29000,29000,222000,72000,150000,18600,
21,16,444395,244595,120480,124115,105995,49880,56115,33600,21000,12600,50400,29400,21000,54600,20200,34400,175000,40000,135000,24800,
21,17,461540,278940,125960,152980,87290,37410,49880,42000,18900,23100,48450,23250,25200,101200,46400,54800,164000,104000,60000,18600,
21,18,557210,331410,152395,179015,99760,43645,56115,48300,25200,23100,90750,48750,42000,92600,34800,57800,201000,96000,105000,24800,
21,19,492240,302640,135225,167415,87290,31175,56115,44100,23100,21000,76050,40350,35700,95200,40600,54600,171000,96000,75000,18600,
21,20,468790,280990,111675,169315,87290,31175,56115,31500,10500,21000,76200,46800,29400,86000,23200,62800,163000,88000,75000,24800,
21,21,449425,261825,94810,167015,93525,37410,56115,35700,8400,27300,54600,8400,46200,78000,40600,37400,169000,64000,105000,18600,
21,22,459660,265060,110210,154850,99760,37410,62350,29400,8400,21000,60900,21000,39900,75000,43400,31600,176000,56000,120000,18600,
21,23,541805,286205,155810,130395,81055,37410,43645,37800,18900,18900,91950,53100,38850,75400,46400,29000,237000,72000,165000,18600,
21,24,454875,267275,96760,170515,93525,37410,56115,37800,16800,21000,61350,19350,42000,74600,23200,51400,169000,64000,105000,18600,
21,25,367020,243220,114675,128545,86420,34175,52245,37800,18900,18900,54600,33600,21000,64400,28000,36400,99000,24000,75000,24800,
21,26,561670,324670,129855,194815,74820,18705,56115,39900,14700,25200,88350,44250,44100,121600,52200,69400,206000,56000,150000,31000,
21,27,508555,289955,134505,155450,81055,18705,62350,29400,12600,16800,78300,51000,27300,101200,52200,49000,200000,80000,120000,18600,
21,28,498315,273715,132910,140805,56115,37410,18705,48300,14700,33600,76500,40200,36300,92800,40600,52200,206000,56000,150000,18600,
21,29,506790,306190,122875,183315,87290,31175,56115,35700,14700,21000,71400,33600,37800,111800,43400,68400,182000,32000,150000,18600,
21,30,561260,299460,113945,185515,99760,43645,56115,23100,4200,18900,87000,42900,44100,89600,23200,66400,237000,72000,165000,24800,
22,0,444320,259520,131140,128380,74820,24940,49880,33600,21000,12600,81900,42000,39900,69200,43200,26000,160000,40000,120000,24800,
22,1,434460,284660,120545,164115,99760,43645,56115,37800,16800,21000,73500,39900,33600,73600,20200,53400,125000,80000,45000,24800,
22,2,479925,285125,141710,143415,93525,37410,56115,39900,23100,16800,56700,37800,18900,95000,43400,51600,170000,80000,90000,24800,
22,3,510895,300095,142545,157550,105995,43645,62350,16800,2100,14700,81900,42000,39900,95400,54800,40600,186000,96000,90000,24800,
22,4,563930,302130,141170,160960,49880,12470,37410,48300,25200,23100,93750,51300,42450,110200,52200,58000,237000,72000,165000,24800,
22,5,484355,276355,121645,154710,81055,43645,37410,29400,14700,14700,65100,23100,42000,100800,40200,60600,177000,72000,105000,31000,
22,6,473315,270715,102705,168010,56115,18705,37410,37800,12600,25200,61200,19200,42000,115600,52200,63400,184000,64000,120000,18600,
22,7,499590,297790,116510,181280,87290,37410,49880,33600,10500,23100,69300,25200,44100,107600,43400,64200,177000,72000,105000,24800,
22,8,513225,333625,156210,177415,93525,37410,56115,42000,16800,25200,94500,50400,44100,103600,51600,52000,161000,56000,105000,18600,
22,9,457885,278285,110005,168280,68585,18705,49880,37800,16800,21000,75900,33900,42000,96000,40600,55400,161000,56000,105000,18600,
22,10,437220,226620,89740,136880,74820,24940,49880,29400,12600,16800,55800,34800,21000,66600,17400,49200,192000,72000,120000,18600,
22,11,430925,298325,133545,164780,97825,43645,54180,44100,14700,29400,67200,33600,33600,89200,41600,47600,114000,24000,90000,18600,
22,12,498510,295910,98790,197120,99760,24940,74820,46200,14700,31500,76350,30150,46200,73600,29000,44600,184000,64000,120000,18600,
22,13,489590,286990,128345,158645,87290,43645,43645,23100,12600,10500,75600,31500,44100,101000,40600,60400,184000,64000,120000,18600,
22,14,433555,263755,125510,138245,81055,37410,43645,37800,16800,21000,56700,39900,16800,88200,31400,56800,145000,40000,105000,24800,
22,15,497090,297290,121445,175845,87290,43645,43645,31500,14700,16800,60900,23100,37800,117600,40000,77600,175000,40000,135000,24800,
22,16,498965,335365,123780,211585,131365,49880,81485,46200,21000,25200,63000,18900,44100,94800,34000,60800,145000,40000,105000,18600,
22,17,455990,292390,147145,145245,87290,43645,43645,37800,14700,23100,73500,46200,27300,93800,42600,51200,145000,40000,105000,18600,
22,18,433190,284590,129880,154710,87290,49880,37410,29400,16800,12600,60900,21000,39900,107000,42200,64800,130000,40000,90000,18600,
22,19,540330,344730,140680,204050,112230,49880,62350,39900,14700,25200,75600,35700,39900,117000,40400,76600,177000,72000,105000,18600,
22,20,470350,276750,120075,156675,62350,31175,31175,29400,14700,14700,67200,25200,42000,117800,49000,68800,175000,40000,135000,18600,
22,21,505465,340665,146380,194285,118465,49880,68585,44100,16800,27300,81900,39900,42000,96200,39800,56400,140000,80000,60000,24800,
22,22,390590,248990,109240,139750,93290,24940,68350,35700,18900,16800,54600,25200,29400,65400,40200,25200,123000,48000,75000,18600,
22,23,429920,266320,117310,149010,74820,37410,37410,33600,10500,23100,60900,29400,31500,97000,40000,57000,145000,40000,105000,18600,
22,24,509955,298355,132625,165730,81055,31175,49880,46200,14700,31500,78300,40350,37950,92800,46400,46400,193000,88000,105000,18600,
22,25,477955,283355,129375,153980,81055,31175,49880,37800,16800,21000,60900,29400,31500,103600,52000,51600,176000,56000,120000,18600,
22,26,479265,254665,136675,117990,56115,31175,24940,46200,21000,25200,76950,38100,38850,75400,46400,29000,206000,56000,150000,18600,
22,27,449440,246840,98790,148050,87290,24940,62350,21000,10500,10500,72150,34350,37800,66400,29000,37400,184000,64000,120000,18600,
22,28,519360,318560,145445,173115,99760,43645,56115,42000,14700,27300,92400,52500,39900,84400,34600,49800,176000,56000,120000,24800,
22,29,377625,243225,134080,109145,93525,49880,43645,23100,14700,8400,42000,27300,14700,84600,42200,42400,122000,32000,90000,12400,
22,30,516060,322260,156040,166220,99760,24940,74820,42000,21000,21000,86100,52500,33600,94400,57600,36800,169000,64000,105000,24800,
23,0,542890,301490,146545,154945,87290,43645,43645,31500,14700,16800,78300,36000,42300,104400,52200,52200,229000,64000,165000,12400,
23,1,491060,279460,128430,151030,99760,49880,49880,31500,12600,18900,61200,25350,35850,87000,40600,46400,193000,88000,105000,18600,
23,2,472790,309190,122740,186450,87290,24940,62350,29400,16800,12600,98700,46200,52500,93800,34800,59000,145000,40000,105000,18600,
23,3,465055,279255,136240,143015,81055,24940,56115,33600,18900,14700,84000,46200,37800,80600,46200,34400,161000,56000,105000,24800,
23,4,451485,257685,102040,155645,68585,24940,43645,25200,10500,14700,71700,31800,39900,92200,34800,57400,169000,64000,105000,24800,
23,5,378255,266455,123445,143010,81055,43645,37410,39900,16800,23100,86100,37800,48300,59400,25200,34200,87000,72000,15000,24800,
23,6,445175,236575,109245,127330,93525,43645,49880,27300,10500,16800,46350,14700,31650,69400,40400,29000,190000,40000,150000,18600,
23,7,554505,307705,126325,181380,81055,31175,49880,37800,16800,21000,76050,31950,44100,112800,46400,66400,222000,72000,150000,24800,
23,8,451525,271925,133110,138815,93525,37410,56115,31500,21000,10500,52500,39900,12600,94400,34800,59600,161000,56000,105000,18600,
23,9,413460,263860,124575,139285,99760,31175,68585,25200,14700,10500,90300,44100,46200,48600,34600,14000,131000,56000,75000,18600,
23,10,486960,301160,128975,172185,99760,31175,68585,27300,10500,16800,77700,44100,33600,96400,43200,53200,161000,56000,105000,24800,
23,11,457860,284460,124910,159550,99760,37410,62350,27300,16800,10500,63000,18900,44100,94400,51800,42600,161000,56000,105000,12400,
23,12,547740,293940,146245,147695,87290,43645,43645,33600,12600,21000,89250,29400,59850,83800,60600,23200,229000,64000,165000,24800,
23,13,516130,290530,108575,181955,112230,31175,81055,35700,14700,21000,68400,45300,23100,74200,17400,56800,207000,72000,135000,18600,
23,14,498920,296120,127475,168645,74820,31175,43645,37800,16800,21000,73500,27300,46200,110000,52200,57800,178000,88000,90000,24800,
23,15,444860,268060,92345,175715,99760,43645,56115,31500,8400,23100,58800,23100,35700,78000,17200,60800,152000,32000,120000,24800,
23,16,482450,258650,136740,121910,62350,24940,37410,42000,23100,18900,61500,42300,19200,92800,46400,46400,199000,64000,135000,24800,
23,17,459530,295730,144780,150950,112230,49880,62350,37800,14700,23100,77700,37800,39900,68000,42400,25600,139000,64000,75000,24800,
23,18,411855,263055,115275,147780,81055,31175,49880,31500,14700,16800,65100,29400,35700,85400,40000,45400,124000,64000,60000,24800,
23,19,540430,323830,140680,183150,112230,49880,62350,37800,14700,23100,50400,27300,23100,123400,48800,74600,198000,48000,150000,18600,
23,20,504425,303625,129610,174015,93525,37410,56115,39900,12600,27300,84000,33600,50400,86200,46000,40200,176000,56000,120000,24800,
23,21,525595,294795,130010,164785,105995,37410,68585,31500,16800,14700,56700,29400,27300,100600,46400,54200,206000,56000,150000,24800,
23,22,576905,316105,138275,177830,81055,31175,49880,35700,16800,18900,94950,38100,56850,104400,52200,52200,236000,56000,180000,24800,
23,23,468625,280225,136745,143480,93525,43645,49880,35700,16800,18900,67200,35700,31500,83800,40600,43200,176000,56000,120000,12400,
23,24,501095,293295,145710,147585,105995,37410,68585,39900,18900,21000,67200,46200,21000,80200,43200,37000,183000,48000,135000,24800,
23,25,534090,318290,142940,175350,87290,24940,62350,42000,21000,21000,88200,42000,46200,100800,55000,45800,191000,56000,135000,24800,
23,26,544530,347130,134510,212620,112230,37410,74820,42000,14700,27300,71700,36000,35700,121200,46400,74800,185000,80000,105000,12400,
23,27,515320,327720,167610,160110,74820,37410,37410,44100,16800,27300,105000,58800,46200,103800,54600,49200,169000,64000,105000,18600,
23,28,515400,290600,140010,150590,62350,37410,24940,35700,16800,18900,82350,33600,48750,110200,52200,58000,200000,80000,120000,24800,
23,29,449190,285390,126675,158715,87290,31175,56115,42000,14700,27300,69300,37800,31500,86800,43000,43800,139000,64000,75000,24800,
23,30,524630,308830,133045,175785,112230,43645,68585,35700,14700,21000,69300,31500,37800,91600,43200,48400,191000,56000,135000,24800,
24,0,550260,317460,111405,206055,99760,18705,81055,33600,12600,21000,65700,27900,37800,118400,52200,66200,208000,88000,120000,24800,
24,1,580735,341135,138545,202590,130935,43645,87290,25200,4200,21000,71400,35700,35700,113600,55000,58600,221000,56000,165000,18600,
24,2,537325,320525,137710,182815,93525,37410,56115,33600,6300,27300,92400,42000,50400,101000,52000,49000,192000,72000,120000,24800,
24,3,506995,305395,142410,162985,105995,37410,68585,39900,14700,25200,73500,44100,29400,86000,46200,39800,183000,48000,135000,18600,
24,4,495820,294820,119375,175445,74820,31175,43645,44100,18900,25200,77700,23100,54600,98200,46200,52000,170000,80000,90000,31000,
24,5,398685,252685,131110,121575,72885,41710,31175,46200,21000,25200,84000,42000,42000,49600,26400,23200,115000,40000,75000,31000,
24,6,394095,222495,95590,126905,43645,24940,18705,33600,10500,23100,52650,25350,27300,92600,34800,57800,153000,48000,105000,18600,
24,7,499655,289055,139045,150010,81055,43645,37410,37800,14700,23100,54600,23100,31500,115600,57600,58000,192000,72000,120000,18600,
24,8,623110,335510,149895,185615,99760,43645,56115,42000,16800,25200,66150,43050,23100,127600,46400,81200,269000,104000,165000,18600,
24,9,496690,264890,107560,157330,87290,37410,49880,31500,12600,18900,76500,34350,42150,69600,23200,46400,207000,72000,135000,24800,
24,10,476805,288405,130225,158180,81055,31175,49880,35700,16800,18900,73650,35850,37800,98000,46400,51600,176000,56000,120000,12400,
24,11,449050,272250,132245,140005,62350,43645,18705,37800,14700,23100,69300,31500,37800,102800,42400,60400,152000,32000,120000,24800,
24,12,447920,301120,118640,182480,74820,24940,49880,37800,16800,21000,86100,39900,46200,102400,37000,65400,122000,32000,90000,24800,
24,13,474630,274630,114880,159750,112230,49880,62350,23100,6300,16800,65100,27300,37800,74200,31400,42800,169000,64000,105000,31000,
24,14,532555,299155,135960,163195,81055,37410,43645,39900,18900,21000,91200,44850,46350,87000,34800,52200,221000,56000,165000,12400,
24,15,406525,280725,129045,151680,93525,43645,49880,39900,16800,23100,73500,37800,35700,73800,30800,43000,101000,56000,45000,24800,
24,16,501505,276905,107125,169780,81055,31175,49880,29400,4200,25200,82650,42750,39900,83800,29000,54800,206000,56000,150000,18600,
24,17,465570,286970,123325,163645,74820,31175,43645,42000,18900,23100,100950,44250,56700,69200,29000,40200,160000,40000,120000,18600,
24,18,448255,263455,141980,121475,81055,49880,31175,39900,16800,23100,48300,27300,21000,94200,48000,46200,160000,40000,120000,24800,
24,19,466100,263500,126460,137040,62350,37410,24940,27300,12600,14700,69450,35850,33600,104400,40600,63800,184000,64000,120000,18600,
24,20,504895,309295,149345,159950,105995,43645,62350,29400,21000,8400,81900,35700,46200,92000,49000,43000,177000,72000,105000,18600,
24,21,382020,226220,115275,110945,74820,31175,43645,33600,10500,23100,46200,33600,12600,71600,40000,31600,131000,56000,75000,24800,
24,22,519170,279570,103725,175845,74820,31175,43645,42000,18900,23100,61950,30450,31500,100800,23200,77600,221000,56000,165000,18600,
24,23,440185,269385,105070,164315,68585,12470,56115,35700,10500,25200,69300,27300,42000,95800,54800,41000,146000,56000,90000,24800,
24,24,393860,245260,110980,134280,99760,49880,49880,31500,16800,14700,54600,18900,35700,59400,25400,34000,130000,40000,90000,18600,
24,25,468260,283460,124575,158885,99760,31175,68585,35700,14700,21000,67200,35700,31500,80800,43000,37800,160000,40000,120000,24800,
24,26,520355,303555,126340,177215,81055,24940,56115,39900,12600,27300,58800,25200,33600,123800,63600,60200,192000,72000,120000,24800,
24,27,488660,300260,150310,149950,99760,37410,62350,33600,12600,21000,69300,39900,29400,97600,60400,37200,176000,56000,120000,12400,
24,28,510450,278650,137110,141540,62350,37410,24940,37800,21000,16800,74100,38100,36000,104400,40600,63800,207000,72000,135000,24800,
24,29,505335,289535,141710,147825,68585,37410,31175,35700,14700,21000,101250,46200,55050,84000,43400,40600,191000,56000,135000,24800,
24,30,554675,292875,145160,147715,93525,37410,56115,31500,16800,14700,63450,44550,18900,104400,46400,58000,237000,72000,165000,24800,
25,0,481830,303030,127480,175550,112230,49880,62350,35700,12600,23100,56700,33600,23100,98400,31400,67000,154000,64000,90000,24800,
25,1,464170,269570,134275,135295,74820,31175,43645,50400,18900,31500,63150,37800,25350,81200,46400,34800,176000,56000,120000,18600,
25,2,472930,296130,110545,185585,116530,43645,72885,33600,16800,16800,67200,27300,39900,78800,22800,56000,152000,32000,120000,24800,
25,3,472610,278810,115295,163515,99760,43645,56115,39900,16800,23100,67350,31650,35700,71800,23200,48600,169000,64000,105000,24800,
